WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;RED_JERARQ;RED_TP;FFCC;TIPO_FFCC;METROBUS
LINESTRING (-58.444530847725567 -34.66097078025026,-58.445537683450858 -34.661766089447447);25358;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3202;3300;3201;3299;CRUZ;AVENIDA;127.68;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.445537683450858 -34.661766089447447,-58.446364647686529 -34.6624193695122);25433;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3302;3400;3301;3399;CRUZ;AVENIDA;104.87;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.446364647686529 -34.6624193695122,-58.447238653174416 -34.663109735030432,-58.447440794330703 -34.663279131430563);25535;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3402;3500;3401;3499;CRUZ;AVENIDA;137.22;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.472301905206528 -34.684829145792435,-58.473055303584729 -34.685509382376495);27064;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6102;6200;6101;6199;CRUZ;AVENIDA;102.28;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.473055303584729 -34.685509382376495,-58.473817411490515 -34.686197430522938);27094;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6202;6300;6201;6299;CRUZ;AVENIDA;103.46;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.473817411490515 -34.686197430522938,-58.474578423523027 -34.686884487992707);27129;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6302;6400;6301;6399;CRUZ;AVENIDA;103.31;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.474578423523027 -34.686884487992707,-58.475340471374551 -34.687572526463718);27160;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6402;6500;6401;6499;CRUZ;AVENIDA;103.45;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.475340471374551 -34.687572526463718,-58.476101593855759 -34.688259715102113);27194;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6502;6600;6501;6599;CRUZ;AVENIDA;103.32;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.476101593855759 -34.688259715102113,-58.476862728904635 -34.688946828482749);27230;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6602;6700;6601;6699;CRUZ;AVENIDA;103.32;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.476862728904635 -34.688946828482749,-58.477624132362834 -34.689634218694891);27259;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6702;6800;6701;6799;CRUZ;AVENIDA;103.36;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.477624132362834 -34.689634218694891,-58.478381369918949 -34.690317801700893);27279;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6802;6900;6801;6899;CRUZ;AVENIDA;102.79;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.478381369918949 -34.690317801700893,-58.47912224683359 -34.690986663474973);27297;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;6902;7000;6901;6999;CRUZ;AVENIDA;100.57;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.459058458971526 -34.672665050255027,-58.459407661823228 -34.67280886375805,-58.459593660322994 -34.672983589846631,-58.459665226857481 -34.673234966659251);28550;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;0;0;CRUZ;AVENIDA;90.22;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.447541524342832 -34.663363512550639,-58.447825074804307 -34.663475099885986,-58.448205089752854 -34.663703602735559,-58.448645117582714 -34.663957518548415);25710;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;3521;3579;CRUZ;AVENIDA;121.06;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.448645117582714 -34.663957518548415,-58.448737917469835 -34.664011067847653,-58.448883199834306 -34.664109839923889);28838;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;3581;3599;CRUZ;AVENIDA;27.62;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.448750732313677 -34.664341923584011,-58.448444062380936 -34.664108028501722);28840;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3582;3600;0;0;CRUZ;AVENIDA;38.25;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.451451981053594 -34.665523995999784,-58.451551100434123 -34.665593021092207,-58.451635897891904 -34.665681129837473,-58.451723930467004 -34.665799662186991,-58.451800201423914 -34.66591319328208,-58.451817144398049 -34.665942806158739);25918;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;3717;3729;CRUZ;AVENIDA;57.84;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.4515559887246 -34.66604411227442,-58.451438367638602 -34.665865249434816,-58.45127831011667 -34.665635965189033);27799;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3716;3730;0;0;CRUZ;AVENIDA;51.94;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.468142667684262 -34.681474147716884,-58.468015315370749 -34.681365730978804,-58.46791424217102 -34.681279601465192);28957;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;5602;5630;0;0;CRUZ;AVENIDA;30.07;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.470595091294577 -34.683181860562875,-58.472281343237512 -34.684687339023064,-58.472290309894369 -34.684777946889142,-58.472301905206528 -34.684829145792435);27021;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;5901;6099;CRUZ;AVENIDA;243.40;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.47912224683359 -34.690986663474973,-58.479768852956461 -34.691534334585427);29527;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;0;0;CRUZ;AVENIDA;84.86;Paso debajo de la Av. Gral Paz;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA LOCAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.479768852956461 -34.691534334585427,-58.47942990914332 -34.69183889195773,-58.477506305657421 -34.693284689875767,-58.4762233360116 -34.694248936547822,-58.473380096754312 -34.696385712987549,-58.472492465339549 -34.697052757405764,-58.470646221784861 -34.698440132186903);29625;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;1134.01;Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial;AV.GRAL PAZ;CRECIENTE;1;VÍA TRONCAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.425521496351159 -34.644807747982988,-58.425492656805922 -34.644996689915089);29804;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;0;0;CRUZ;AVENIDA;21.13;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.469827483958831 -34.698010749990225,-58.470015402476712 -34.697858270670849);27412;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;24.14;;AV.GRAL PAZ;"DECRECIENTE;-1";VÍA TRONCAL;SI;;;Metrobus Sur;
LINESTRING (-58.464329618778891 -34.702189348951627,-58.465819038029224 -34.701075352138211,-58.46689239717962 -34.700257907735704,-58.46848781598802 -34.699042815690753,-58.469591050107823 -34.698202598841277,-58.469827483958831 -34.698010749990225);27414;17041;PAZ, GRAL. AV.;16802;17400;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;684.57;;AV.GRAL PAZ;"DECRECIENTE;-1";VÍA TRONCAL;SI;;;Metrobus Sur;
LINESTRING (-58.463962925160985 -34.703698426003314,-58.46386544835611 -34.703799930233039,-58.463759494880144 -34.703897934344816,-58.463615397324631 -34.70399243854321,-58.463416203216262 -34.704135944476164);28529;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;70.02;;AV.GRAL PAZ;CRECIENTE;1;VÍA TRONCAL;SI;;;Metrobus Sur
LINESTRING (-58.470462341504152 -34.698592835916372,-58.470400257812067 -34.698640524764677,-58.469133192185318 -34.699599629753742,-58.467818027876874 -34.700595105528137,-58.466358644055788 -34.701699699402077,-58.464724882703344 -34.702936222188164,-58.464573661486263 -34.703050671958316,-58.464445117898485 -34.703147958068769,-58.464274424346264 -34.703311659945392,-58.464185238412114 -34.70339719243497,-58.46406252009983 -34.703553170264456,-58.463962925160985 -34.703698426003314);29588;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;823.49;Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial;AV.GRAL PAZ;CRECIENTE;1;VÍA TRONCAL;SI;;;Metrobus Sur
LINESTRING (-58.463416203216262 -34.704135944476164,-58.46326998588426 -34.70424969889126,-58.463074365516988 -34.704401887201264,-58.462829212298516 -34.704543709562891,-58.462659403186649 -34.704641944407605,-58.461850176326863 -34.705086223989014);29577;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;178.47;;AV.GRAL PAZ;CRECIENTE;1;VÍA TRONCAL;SI;;;Metrobus Sur
LINESTRING (-58.461697610432701 -34.704151692962547,-58.462201959388217 -34.7037631836088,-58.462412090380333 -34.703601314113342,-58.46276419980677 -34.703330072615941);29557;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;133.63;;AV.GRAL PAZ;"DECRECIENTE;-1";VÍA TRONCAL;SI;;;Metrobus Sur;
LINESTRING (-58.463342025023536 -34.702895155009777,-58.463691669158912 -34.702672895495866,-58.464329618778891 -34.702189348951627);28384;17041;PAZ, GRAL. AV.;17402;17500;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;119.76;;AV.GRAL PAZ;"DECRECIENTE;-1";VÍA TRONCAL;SI;;;Metrobus Sur;
LINESTRING (-58.46276419980677 -34.703330072615941,-58.463342025023536 -34.702895155009777);29531;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;71.63;;AV.GRAL PAZ;"DECRECIENTE;-1";VÍA TRONCAL;SI;;;Metrobus Sur;
LINESTRING (-58.470646221784861 -34.698440132186903,-58.470462341504152 -34.698592835916372);29676;17041;PAZ, GRAL. AV.;0;0;0;0;ZUFRIATEGUI(PARCIAL);AVENIDA;23.89;Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial;AV.GRAL PAZ;CRECIENTE;1;VÍA TRONCAL;SI;;;Metrobus Sur
LINESTRING (-58.381432054687203 -34.627804172956054,-58.379612362857614 -34.627780622316529);16603;2111;BRASIL;1102;1150;1101;1149;;CALLE;166.89;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.382164116263667 -34.627838603294798,-58.381792170386674 -34.627815046511202,-58.381432054687203 -34.627804172956054);16613;2111;BRASIL;1152;1180;1151;1179;;CALLE;67.25;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.382809458975551 -34.627861774916077,-58.382401459773078 -34.627853619422176,-58.382164116263667 -34.627838603294798);16620;2111;BRASIL;1182;1200;1181;1199;;CALLE;59.25;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.384328307028014 -34.628175024203209,-58.38415130154695 -34.628138993654218,-58.382809458975551 -34.627861774916077);16702;2111;BRASIL;1202;1300;1201;1299;;CALLE;143.55;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.385682623647064 -34.628425050097214,-58.38544776775251 -34.628389407438469,-58.384613151636316 -34.628232955293846,-58.384328307028014 -34.628175024203209);16778;2111;BRASIL;1302;1400;1301;1399;;CALLE;127.27;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.387024529727142 -34.628652869412456,-58.38589677972508 -34.62845751015189,-58.385682623647064 -34.628425050097214);16842;2111;BRASIL;1402;1500;1401;1499;;CALLE;125.63;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.388094785553648 -34.628838182758294,-58.387024529727142 -34.628652869412456);16888;2111;BRASIL;1502;1600;1501;1599;;CALLE;100.27;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.389293164199124 -34.62904574772169,-58.388094785553648 -34.628838182758294);16939;2111;BRASIL;1602;1700;1601;1699;;CALLE;112.28;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.390048244670062 -34.629176485830776,-58.389293164199124 -34.62904574772169);16983;2111;BRASIL;1702;1750;1701;1749;;CALLE;70.74;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.390925313139334 -34.62932834814594,-58.390048244670062 -34.629176485830776);17034;2111;BRASIL;1752;1800;1751;1799;;CALLE;82.17;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.41056534916968 -34.635094569684846,-58.409347169968136 -34.634720087084858);18693;2111;BRASIL;3202;3300;3201;3299;;CALLE;119.17;;BRASIL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.410706014490337 -34.636334176860508,-58.410511967098692 -34.635709425925711);19034;12137;SANCHEZ DE LORIA AV.;2152;2200;2151;2199;LORIA;AVENIDA;71.55;;AV.SANCHEZ DE LORIA;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.410927363577052 -34.637043167074765,-58.410706014490337 -34.636334176860508);19215;12137;SANCHEZ DE LORIA AV.;2202;2300;2201;2299;LORIA;AVENIDA;81.23;;AV.SANCHEZ DE LORIA;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.411260463868643 -34.638099327767911,-58.411002197110626 -34.637281445903582,-58.410927363577052 -34.637043167074765);19513;12137;SANCHEZ DE LORIA AV.;2302;2400;2301;2399;LORIA;AVENIDA;121.08;;AV.SANCHEZ DE LORIA;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.41136668060971 -34.638435369162764,-58.411260463868643 -34.638099327767911);19620;1042;ALMAFUERTE AV.;2;10;0;0;ARENA;AVENIDA;38.53;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.411754691978381 -34.639449648632045,-58.41136668060971 -34.638435369162764);19918;1042;ALMAFUERTE AV.;12;100;11;99;ARENA;AVENIDA;118.01;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.411825738082364 -34.639618416035695,-58.411754691978381 -34.639449648632045);19966;1042;ALMAFUERTE AV.;0;0;0;0;ARENA;AVENIDA;19.82;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.412348577697301 -34.640889377400079,-58.412233287521204 -34.640609673043805,-58.411825738082364 -34.639618416035695);20312;1042;ALMAFUERTE AV.;102;200;101;199;ARENA;AVENIDA;148.92;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.412698366393741 -34.641738773359094,-58.412488884102054 -34.641229445947737,-58.412348577697301 -34.640889377400079);20577;1042;ALMAFUERTE AV.;202;300;201;299;ARENA;AVENIDA;99.54;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.413051062687991 -34.642582676254143,-58.412938483014194 -34.642322340546372,-58.412698366393741 -34.641738773359094);20833;1042;ALMAFUERTE AV.;302;380;301;379;ARENA;AVENIDA;99.05;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.413148155714801 -34.642807300216809,-58.413051062687991 -34.642582676254143);20909;1042;ALMAFUERTE AV.;382;400;381;399;ARENA;AVENIDA;26.46;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.413436470858201 -34.643455183672231,-58.413248227553382 -34.643038897350252,-58.413148155714801 -34.642807300216809);21077;1042;ALMAFUERTE AV.;402;450;401;449;ARENA;AVENIDA;76.58;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.413603610801559 -34.643824628743197,-58.413436470858201 -34.643455183672231);21213;1042;ALMAFUERTE AV.;452;500;451;499;ARENA;AVENIDA;43.76;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.413951349842407 -34.644579016950139,-58.41371364820327 -34.64406791997186,-58.413603610801559 -34.643824628743197);21418;1042;ALMAFUERTE AV.;502;600;501;599;ARENA;AVENIDA;89.56;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.414006328919534 -34.64469714115522,-58.413951349842407 -34.644579016950139);21466;1042;ALMAFUERTE AV.;0;0;0;0;ARENA;AVENIDA;14.04;;AV.ALMAFUERTE;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.414321774810951 -34.645311792692816,-58.414117904433276 -34.644937122638218,-58.414006328919534 -34.64469714115522);21676;1042;ALMAFUERTE AV.;602;670;601;669;ARENA;AVENIDA;74.09;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.414519688289587 -34.645675544202675,-58.414321774810951 -34.645311792692816);21779;1042;ALMAFUERTE AV.;672;698;671;697;ARENA;AVENIDA;44.24;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.414559611718808 -34.64574887208061,-58.414519688289587 -34.645675544202675);21800;1042;ALMAFUERTE AV.;700;700;699;699;ARENA;AVENIDA;8.92;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.415338174980626 -34.647029356975054,-58.415139098448826 -34.646750468166104,-58.414662187107517 -34.645937369019663,-58.414559611718808 -34.64574887208061);22203;1042;ALMAFUERTE AV.;702;800;701;799;ARENA;AVENIDA;159.09;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.416258822542019 -34.648305242805606,-58.415541850912717 -34.647314655871476,-58.415338174980626 -34.647029356975054);22520;1042;ALMAFUERTE AV.;802;900;801;899;ARENA;AVENIDA;164.79;;AV.ALMAFUERTE;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.416258822542019 -34.648305242805606,-58.416280417024865 -34.648396380549059);22554;20002;SAENZ AV.;0;0;0;0;;AVENIDA;10.30;;AV.SAENZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.416414106521863 -34.654866623904752,-58.418078750902765 -34.655423880401969);24207;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1302;1400;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;164.64;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.418276576551875 -34.655229299071841,-58.419847447472492 -34.655709100578846);24269;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1401;1499;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;153.52;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.419847447472492 -34.655709100578846,-58.421905756595784 -34.656333768381721);24409;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1501;1599;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;201.01;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.421495733154075 -34.656681880041972,-58.420372333368135 -34.65624394734342,-58.419711371787947 -34.65598307473357,-58.419113370644268 -34.655770250620101,-58.418078750902765 -34.655423880401969);24482;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1402;1600;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;343.03;;AV.INTENDENTE FRANCISCO RABANAL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.421905756595784 -34.656333768381721,-58.422827490477665 -34.656833806067837);24520;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1601;1699;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;101.08;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.422827490477665 -34.656833806067837,-58.423467377855914 -34.657179023610908);24599;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1701;1799;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;70.05;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca
LINESTRING (-58.42321849611443 -34.65740028769256,-58.423052341246454 -34.657321146989183,-58.422001701344115 -34.656896844921967,-58.421495733154075 -34.656681880041972);24656;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1602;1800;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;176.93;;AV.INTENDENTE FRANCISCO RABANAL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca;
LINESTRING (-58.424480516061479 -34.658002467702033,-58.424346056987893 -34.657937282762717,-58.42321849611443 -34.65740028769256);24770;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1802;1900;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;133.59;;AV.INTENDENTE FRANCISCO RABANAL;"DECRECIENTE;-1";VÍA DISTRIBUIDORA COMPLEMENTARIA;SI;;;Metrobus Sur - Ramal Coronel Roca;
